AMD,0.039445354
ARKK,0.105733471
BA,0.013215003
BND,0.069877879
DIA,0.113010444
EBAY,0.00881793
INTC,0.008564394
LLY,0.011576598
LMT,0.030620288
MCHP,0.008751378
NOC,0.025054628
NVDA,0.043687139
QCOM,0.01018855
QQQ,0.114015031
QRVO,0.010683708
SNE,0.011491019
SPCE,0.003543016
SRNE,0.000759786
TSM,0.041166159
VOO,0.126037662
VT,0.105451415
VTI,0.098309145
